Tony,Stewart,Joe Gibbs Racing,2003,Chevrolet,Monte Carlo,20,Home Depot,Yes,Pocono,Yes
Kevin,Harvick,Stewart Haas Racing,2020,Ford,Mustang,4,Busch Light,Yes,Bristol,Yes
Ross,Chastain,Trackhouse Racing,2022,Chevrolet,Camaro,1,Moose Fraternity,Yes,Martinsville,No
Kevin,Harvick,Stewart Haas Racing,2023,Ford,Mustang,29,Busch Light,No,,No
